player.id,player.name,player.firstname,player.lastname,player.age,player.birth.date,player.birth.place,player.birth.country,player.nationality,player.height,player.weight,player.number,player.position,player.photo
2598,R. Dōan,Ritsu,Dōan,27,1998-06-16,Amagasaki,Japan,Japan,172 cm,70 kg,42,Attacker,https://media.api-sports.io/football/players/2598.png
25530,D. Kyereh,Daniel-Kofi,Kyereh,29,1996-03-08,Accra,Ghana,Ghana,179 cm,74 kg,11,Midfielder,https://media.api-sports.io/football/players/25530.png
2917,M. Eggestein,Maximilian,Eggestein,29,1996-12-08,Hannover,Germany,Germany,181 cm,75 kg,8,Midfielder,https://media.api-sports.io/football/players/2917.png
202854,M. Röhl,Merlin,Röhl,23,2002-07-05,Berlin,Germany,Germany,192 cm,75 kg,34,Midfielder,https://media.api-sports.io/football/players/202854.png
26248,V. Grifo,Vincenzo,Grifo,32,1993-04-07,Pforzheim,Germany,Italy,180 cm,76 kg,32,Midfielder,https://media.api-sports.io/football/players/26248.png
2915,M. Ginter,Matthias Lukas,Ginter,31,1994-01-19,Freiburg,Germany,Germany,191 cm,86 kg,28,Defender,https://media.api-sports.io/football/players/2915.png
25905,F. Müller,Florian Lorenz,Müller,28,1997-11-13,Saarlouis,Germany,Germany,190 cm,88 kg,1,Goalkeeper,https://media.api-sports.io/football/players/25905.png
26260,L. Waldschmidt,Gian-Luca,Waldschmidt,29,1996-05-19,Siegen,Germany,Germany,181 cm,74 kg,9,Attacker,https://media.api-sports.io/football/players/26260.png
26237,D. Heintz,Dominique,Heintz,32,1993-08-15,Neustadt an der Weinstraße,Germany,Germany,188 cm,89 kg,3,Defender,https://media.api-sports.io/football/players/26237.png
702,O. Baumann,Oliver,Baumann,35,1990-06-02,Breisach,Germany,Germany,187 cm,82 kg,1,Goalkeeper,https://media.api-sports.io/football/players/702.png
26243,N. Schlotterbeck,Nico Cedric,Schlotterbeck,26,1999-12-01,Waiblingen,Germany,Germany,191 cm,86 kg,4,Defender,https://media.api-sports.io/football/players/26243.png
24965,J. Meffert,Jonas,Meffert,31,1994-09-04,Köln,Germany,Germany,186 cm,76 kg,23,Midfielder,https://media.api-sports.io/football/players/24965.png
26232,M. Flekken,Mark,Flekken,32,1993-06-13,Bocholtz,Netherlands,Netherlands,195 cm,87 kg,1,Goalkeeper,https://media.api-sports.io/football/players/26232.png
26238,R. Koch,Robin Leon,Koch,29,1996-07-17,Kaiserslautern,Germany,Germany,192 cm,85 kg,4,Defender,https://media.api-sports.io/football/players/26238.png
512,Jeong Woo-Yeong,Woo-Yeong,Jeong,26,1999-09-20,Ulsan,Korea Republic,Korea Republic,179 cm,71 kg,11,Midfielder,https://media.api-sports.io/football/players/512.png
26249,J. Haberer,Janik,Haberer,31,1994-04-02,Wangen im Allgäu,Germany,Germany,186 cm,78 kg,19,Midfielder,https://media.api-sports.io/football/players/26249.png
178077,K. Schade,Kevin,Schade,24,2001-11-27,Potsdam,Germany,Germany,183 cm,74 kg,9,Midfielder,https://media.api-sports.io/football/players/178077.png
1,R. Bürki,Roman,Bürki,35,1990-11-14,Münsingen,Switzerland,Switzerland,187 cm,85 kg,1,Goalkeeper,https://media.api-sports.io/football/players/1.png
26275,O. Bulut,Onur,Bulut,31,1994-04-16,Werdohl,Germany,Türkiye,179 cm,80 kg,4,Defender,https://media.api-sports.io/football/players/26275.png
26252,R. Sallai,Roland,Sallai,28,1997-05-22,Budapest,Hungary,Hungary,183 cm,75 kg,7,Midfielder,https://media.api-sports.io/football/players/26252.png
80909,Obafemi Martins,,,,,,,,,,,,https://media.api-sports.io/football/players/80909.png
1808,M. Russ,Marco,Russ,40,1985-08-04,Hanau,Germany,Germany,190 cm,88 kg,,Defender,https://media.api-sports.io/football/players/1808.png
90636,P. Verhaegh,Paul,Verhaegh,41,1983-09-01,Sevenum,Netherlands,Netherlands,178 cm,74 kg,,Defender,https://media.api-sports.io/football/players/90636.png
41439,Ricardo Costa,Ricardo Miguel,Moreira da Costa,44,1981-05-16,Vila Nova de Gaia,Portugal,Portugal,183 cm,80 kg,,Midfielder,https://media.api-sports.io/football/players/41439.png
405,S. Riether,Sascha,Riether,42,1983-03-23,Lahr,Germany,Germany,176 cm,72 kg,,Defender,https://media.api-sports.io/football/players/405.png
33290,Y. Ōkubo,Yoshito,Ōkubo,43,1982-06-09,Fukuoka,Japan,Japan,170 cm,73 kg,,Attacker,https://media.api-sports.io/football/players/33290.png
19031,A. Schürrle,André,Schürrle,34,1990-11-06,Ludwigshafen,Germany,Germany,184 cm,73 kg,,Midfielder,https://media.api-sports.io/football/players/19031.png
91559,Cristian Zaccardo,Cristian,Zaccardo,43,1981-12-21,Formigine,Italy,Italy,184 cm,77 kg,,Defender,https://media.api-sports.io/football/players/91559.png
7526,E. Pogatetz,Emanuel,Pogatetz,42,1983-01-16,Graz,Austria,Austria,191 cm,90 kg,,Defender,https://media.api-sports.io/football/players/7526.png
115103,Z. Misimović,Zvjezdan,Misimović,43,1982-06-05,München,Germany,Bosnia and Herzegovina,180 cm,79 kg,,Midfielder,https://media.api-sports.io/football/players/115103.png
10171,Diego,Diego,Ribas da Cunha,40,1985-02-28,Ribeirão Preto,Brazil,Brazil,174 cm,78 kg,,Midfielder,https://media.api-sports.io/football/players/10171.png
88022,P. Ochs,Patrick,Ochs,41,1984-05-14,Frankfurt,Germany,Germany,179 cm,71 kg,,Defender,https://media.api-sports.io/football/players/88022.png
2693,A. Dejagah,Ashkan,Dejagah,39,1986-07-05,Tehran,Iran,Iran,181 cm,74 kg,,Midfielder,https://media.api-sports.io/football/players/2693.png
90715,A. Madlung,Alexander,Madlung,43,1982-07-11,Braunschweig,Germany,Germany,194 cm,93 kg,,Defender,https://media.api-sports.io/football/players/90715.png
26307,Daniel Didavi,Daniel,Didavi,35,1990-02-21,Nürtingen,Germany,Germany,180 cm,77 kg,,Midfielder,https://media.api-sports.io/football/players/26307.png
2804,T. Klose,Timm,Klose,37,1988-05-09,Frankfurt am Main,Germany,Switzerland,193 cm,87 kg,,Defender,https://media.api-sports.io/football/players/2804.png
66307,Petr Jiráček,Petr,Jiráček,39,1986-03-02,Tuchořice,Czech Republic,Czech Republic,180 cm,77 kg,,Midfielder,https://media.api-sports.io/football/players/66307.png
26309,C. Gentner,Christian,Gentner,40,1985-08-14,Nürtingen,Germany,Germany,189 cm,81 kg,,Midfielder,https://media.api-sports.io/football/players/26309.png
25222,Christian Träsch,Christian,Träsch,37,1987-09-01,Ingolstadt,Germany,Germany,180 cm,75 kg,,Midfielder,https://media.api-sports.io/football/players/25222.png
24877,A. Hunt,Aaron,Hunt,38,1986-09-04,Goslar,Germany,Germany,183 cm,73 kg,,Midfielder,https://media.api-sports.io/football/players/24877.png
102802,M. Schäfer,Marcel,Schäfer,41,1984-06-07,Aschaffenburg,Germany,Germany,184 cm,75 kg,,Midfielder,https://media.api-sports.io/football/players/102802.png
115005,S. Jentzsch,Simon,Jentzsch,49,1976-05-04,Düsseldorf,Germany,Germany,196 cm,96 kg,,Goalkeeper,https://media.api-sports.io/football/players/115005.png
3006,J. Błaszczykowski,Jakub,Błaszczykowski,39,1985-12-14,Truskolasy,Poland,Poland,175 cm,71 kg,,Midfielder,https://media.api-sports.io/football/players/3006.png
50610,G. Sio,Giovanni-Guy Yann,Sio,36,1989-03-31,Saint-Sébastien-sur-Loire,France,Côte d'Ivoire,180 cm,78 kg,13,Attacker,https://media.api-sports.io/football/players/50610.png
1819,M. Hasebe,Makoto,Hasebe,41,1984-01-18,Fujieda,Japan,Japan,180 cm,72 kg,20,Defender,https://media.api-sports.io/football/players/1819.png
1497,B. Dost,Bas Leon,Dost,36,1989-05-31,Deventer,Netherlands,Netherlands,196 cm,89 kg,12,Attacker,https://media.api-sports.io/football/players/1497.png
400,J. Bruma,Jeffrey Kevin,van Homoet Bruma,33,1991-11-13,Rotterdam,Netherlands,Netherlands,190 cm,88 kg,25,Defender,https://media.api-sports.io/football/players/400.png
48462,F. Rodríguez,Francísco Jose,Rodríguez Araya,29,1995-09-14,Zürich,Switzerland,Switzerland,177 cm,77 kg,44,Midfielder,https://media.api-sports.io/football/players/48462.png
25412,Y. Mallı,Yunus,Mallı,33,1992-02-24,Kassel,Germany,Türkiye,179 cm,72 kg,10,Midfielder,https://media.api-sports.io/football/players/25412.png
25301,Koo Ja-Cheol,Ja-Cheol,Koo,36,1989-02-27,Chungju,Korea Republic,Korea Republic,183 cm,74 kg,7,Midfielder,https://media.api-sports.io/football/players/25301.png
25048,S. Medojević,Slobodan,Medojević,35,1990-10-20,Novi Sad,Serbia,Serbia,182 cm,77 kg,6,Midfielder,https://media.api-sports.io/football/players/25048.png
1355,T. Ciğerci,Tolga,Ciğerci,33,1992-03-23,Nordenham,Germany,Türkiye,185 cm,80 kg,30,Midfielder,https://media.api-sports.io/football/players/1355.png
946,K. Mbabu,Melingo Kevin,Mbabu,30,1995-04-19,Chêne-Bougeries,Switzerland,Switzerland,184 cm,83 kg,43,Defender,https://media.api-sports.io/football/players/946.png
48257,R. Jönsson,Richard Rasmus,Jönsson,35,1990-01-27,Helsingborg,Sweden,Sweden,192 cm,71 kg,10,Attacker,https://media.api-sports.io/football/players/48257.png
10180,Bruno Henrique,Bruno Henrique,Pinto,35,1990-12-30,Belo Horizonte,Brazil,Brazil,183 cm,74 kg,27,Attacker,https://media.api-sports.io/football/players/10180.png
90687,M. Stefaniak,Marvin,Stefaniak,30,1995-02-03,Hoyerswerda,Germany,Germany,178 cm,75 kg,34,Midfielder,https://media.api-sports.io/football/players/90687.png
25397,J. Brooks,John Anthony,Brooks Jr,32,1993-01-28,Berlin,Germany,USA,193 cm,78 kg,23,Defender,https://media.api-sports.io/football/players/25397.png
37175,R. Bazoer,Riechedly,Bazoer,29,1996-10-12,Utrecht,Netherlands,Netherlands,184 cm,74 kg,25,Defender,https://media.api-sports.io/football/players/37175.png
25416,W. Weghorst,Wout,Weghorst,33,1992-08-07,Borne,Netherlands,Netherlands,197 cm,84 kg,25,Attacker,https://media.api-sports.io/football/players/25416.png
790,E. Džeko,Edin,Džeko,39,1986-03-17,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,193 cm,80 kg,11,Attacker,https://media.api-sports.io/football/players/790.png
25917,R. Baku,Bote Ridle,Nzuzi Baku,27,1998-04-08,Mainz,Germany,Germany,176 cm,72 kg,20,Midfielder,https://media.api-sports.io/football/players/25917.png
25413,E. Rexhbeçaj,Elvis,Rexhbeçaj,28,1997-11-01,Gjonaj,Kosovo,Kosovo,182 cm,78 kg,8,Midfielder,https://media.api-sports.io/football/players/25413.png
48574,C. Zesiger,Cédric Adrian,Zesiger,27,1998-06-24,Meyriez FR,Switzerland,Switzerland,194 cm,92 kg,5,Defender,https://media.api-sports.io/football/players/48574.png
637,F. Nmecha,Felix Kalu,Nmecha,25,2000-10-10,Hamburg,Germany,Germany,190 cm,73 kg,8,Midfielder,https://media.api-sports.io/football/players/637.png
549,V. Černý,Václav,Černý,28,1997-10-17,Příbram,Czechia,Czechia,182 cm,68 kg,18,Attacker,https://media.api-sports.io/football/players/549.png
265363,Tiago Tomás,Tiago,Barreiros de Melo Tomás,23,2002-06-16,Lisboa,Portugal,Portugal,180 cm,69 kg,11,Attacker,https://media.api-sports.io/football/players/265363.png
25400,Y. Gerhardt,Yannick,Gerhardt,31,1994-03-13,Würselen,Germany,Germany,184 cm,81 kg,31,Midfielder,https://media.api-sports.io/football/players/25400.png
1141,M. Müller,Marius,Müller,32,1993-07-12,Heppenheim,Germany,Germany,192 cm,92 kg,32,Goalkeeper,https://media.api-sports.io/football/players/1141.png
1631,R. Rodríguez,Ricardo Iván,Rodríguez Araya,33,1992-08-25,Zürich,Switzerland,Switzerland,182 cm,83 kg,13,Defender,https://media.api-sports.io/football/players/1631.png
152849,M. van de Ven,Micky,van de Ven,24,2001-04-19,Wormer,Netherlands,Netherlands,193 cm,81 kg,4,Defender,https://media.api-sports.io/football/players/152849.png
24791,J. Horn,Jannes-Kilian,Horn,28,1997-02-06,Braunschweig,Germany,Germany,186 cm,81 kg,38,Defender,https://media.api-sports.io/football/players/24791.png
2809,R. Steffen,Renato,Steffen,34,1991-11-03,Aarau,Switzerland,Switzerland,170 cm,72 kg,11,Attacker,https://media.api-sports.io/football/players/2809.png
12670,Zhang Xizhe,Xizhe,Zhang,34,1991-01-23,Wuhan,China PR,China PR,180 cm,69 kg,10,Midfielder,https://media.api-sports.io/football/players/12670.png
48494,N. Ben Khalifa,Nassim,Ben Khalifa,33,1992-01-13,Prangins,Switzerland,Switzerland,184 cm,79 kg,13,Attacker,https://media.api-sports.io/football/players/48494.png
25406,F. Uduokhai,Ohis Felix,Uduokhai,28,1997-09-09,Annaberg-Buchholz,Germany,Germany,193 cm,89 kg,4,Defender,https://media.api-sports.io/football/players/25406.png
2918,K. Casteels,Koen,Casteels,33,1992-06-25,Bonheiden,Belgium,Belgium,197 cm,86 kg,1,Goalkeeper,https://media.api-sports.io/football/players/2918.png
70569,Nelson Valdez,,,,,,,,,,,,https://media.api-sports.io/football/players/70569.png
1458,M. Özil,Mesut,Özil,36,1988-10-15,Gelsenkirchen,Germany,Germany,180 cm,76 kg,,Midfielder,https://media.api-sports.io/football/players/1458.png
115088,F. Rost,Frank Peter,Rost,52,1973-06-30,Chemnitz,Germany,Germany,194 cm,92 kg,,Goalkeeper,https://media.api-sports.io/football/players/115088.png
114961,M. Friedrich,Manuel,Friedrich,45,1979-09-13,Bad Kreuznach,Germany,Germany,189 cm,83 kg,,Defender,https://media.api-sports.io/football/players/114961.png
358,Marko Marin,Marko,Marin,36,1989-03-13,Bosanska Gradiška,Bosnia and Herzegovina,Germany,170 cm,63 kg,,Midfielder,https://media.api-sports.io/football/players/358.png
90489,P. Mertesacker,Per,Mertesacker,40,1984-09-29,Hannover,Germany,Germany,198 cm,90 kg,,Defender,https://media.api-sports.io/football/players/90489.png
41658,Hugo Almeida,Hugo Miguel,Pereira de Almeida,41,1984-05-23,Figueira da Foz,Portugal,Portugal,191 cm,94 kg,,Attacker,https://media.api-sports.io/football/players/41658.png
9647,Wesley Lopes Beltrame,Wesley,Lopes Beltrame,38,1987-06-24,Catanduva,Brazil,Brazil,179 cm,63 kg,,Midfielder,https://media.api-sports.io/football/players/9647.png
115035,P. Owomoyela,Patrick,Owomoyela,45,1979-11-05,Hamburg,Germany,Germany,187 cm,87 kg,,Defender,https://media.api-sports.io/football/players/115035.png
78358,Christian Schulz,Christian,Schulz,42,1983-04-01,Bassum,Germany,Germany,185 cm,80 kg,,Defender,https://media.api-sports.io/football/players/78358.png
25327,M. Harnik,Martin,Harnik,38,1987-06-10,Hamburg,Germany,Austria,185 cm,75 kg,,Attacker,https://media.api-sports.io/football/players/25327.png
90726,S. Boenisch,Sebastian,Boenisch,38,1987-02-01,Gliwice,Poland,Poland,191 cm,85 kg,,Defender,https://media.api-sports.io/football/players/90726.png
48335,Denni Robin Avdić,Denni Robin,Avdić,36,1988-09-05,Huskvarna,Sweden,Sweden,190 cm,80 kg,,Attacker,https://media.api-sports.io/football/players/48335.png
1970,M. Rosenberg,Markus,Rosenberg,42,1982-09-27,Malmö,Sweden,Sweden,185 cm,76 kg,,Attacker,https://media.api-sports.io/football/players/1970.png
47552,F. Di Santo,Franco Matías,Di Santo,36,1989-04-07,Mendoza,Argentina,Argentina,193 cm,88 kg,7,Attacker,https://media.api-sports.io/football/players/47552.png
1450,S. Papastathopoulos,Sokratis,Papastathopoulos,37,1988-06-09,Kalamata,Greece,Greece,186 cm,85 kg,,Defender,https://media.api-sports.io/football/players/1450.png
47534,Alejandro Gálvez,Alejandro,Gálvez Jimena,36,1989-06-06,Granada,Spain,Spain,188 cm,79 kg,6,Defender,https://media.api-sports.io/football/players/47534.png
25601,R. Bauer,Robert,Bauer,30,1995-04-09,Pforzheim,Germany,Germany,183 cm,76 kg,27,Defender,https://media.api-sports.io/football/players/25601.png
25929,A. Ujah,Anthony,Ujah,35,1990-10-14,Ugbokolo,Nigeria,Nigeria,179 cm,84 kg,14,Attacker,https://media.api-sports.io/football/players/25929.png
18830,M. Arnautović,Marko,Arnautović,36,1989-04-19,Wien,Austria,Austria,192 cm,83 kg,8,Attacker,https://media.api-sports.io/football/players/18830.png
25312,F. Beijmo,Felix Olof Allan Nelson,Beijmo,27,1998-01-31,Stockholm,Sweden,Sweden,185 cm,77 kg,2,Defender,https://media.api-sports.io/football/players/25312.png
18943,J. Vestergaard,Jannik,Vestergaard,33,1992-08-03,København,Denmark,Denmark,199 cm,94 kg,23,Defender,https://media.api-sports.io/football/players/18943.png
25321,D. Klaassen,Davy,Klaassen,32,1993-02-21,Hilversum,Netherlands,Netherlands,179 cm,70 kg,18,Midfielder,https://media.api-sports.io/football/players/25321.png
322627,F. Chiarodia,Fabio Christian,Chiarodia,20,2005-06-05,Oldenburg,Italy,Italy,186 cm,80 kg,4,Defender,https://media.api-sports.io/football/players/322627.png
334334,K. Topp,Keke Maximilian,Topp,21,2004-03-25,,Germany,Germany,192 cm,81 kg,25,Attacker,https://media.api-sports.io/football/players/334334.png
716,L. Bittencourt,Leonardo Jesus,Loureiro Bittencourt,32,1993-12-19,Leipzig,Germany,Germany,171 cm,63 kg,10,Midfielder,https://media.api-sports.io/football/players/716.png
25314,M. Friedl,Marco,Friedl,27,1998-03-16,Kirchbichl,Austria,Austria,187 cm,82 kg,32,Defender,https://media.api-sports.io/football/players/25314.png
129142,I. Gruev,Ilia,Iliev Gruev,25,2000-05-06,Sofia,Bulgaria,Bulgaria,185 cm,72 kg,44,Midfielder,https://media.api-sports.io/football/players/129142.png
25391,N. Füllkrug,Niclas,Füllkrug,32,1993-02-09,Hannover,Germany,Germany,189 cm,83 kg,14,Attacker,https://media.api-sports.io/football/players/25391.png
25330,Y. Osako,Yuya,Osako,35,1990-05-18,Kaseda,Japan,Japan,184 cm,75 kg,10,Attacker,https://media.api-sports.io/football/players/25330.png
25362,D. Selke,Davie,Selke,30,1995-01-20,Schorndorf,Germany,Germany,195 cm,85 kg,27,Attacker,https://media.api-sports.io/football/players/25362.png
25324,M. Rashica,Milot,Rashica,29,1996-06-28,Vushtrri,Kosovo,Kosovo,177 cm,73 kg,7,Midfielder,https://media.api-sports.io/football/players/25324.png
115105,M. Meeuwis,Marcel,Meeuwis,44,1980-10-31,Goirle,Netherlands,Netherlands,173 cm,73 kg,,Midfielder,https://media.api-sports.io/football/players/115105.png
115055,R. Friend,Rob,Friend,44,1981-01-23,Rosetown,Canada,Canada,195 cm,94 kg,,Attacker,https://media.api-sports.io/football/players/115055.png
25298,A. Hahn,André,Hahn,35,1990-08-13,Otterndorf,Germany,Germany,185 cm,80 kg,,Midfielder,https://media.api-sports.io/football/players/25298.png
50810,M. Bradley,Michael Sheehan,Bradley,38,1987-07-31,Princeton,USA,USA,185 cm,87 kg,4,Midfielder,https://media.api-sports.io/football/players/50810.png
25643,J. Drmić,Josip,Drmić,33,1992-08-08,Freienbach,Switzerland,Switzerland,183 cm,81 kg,18,Attacker,https://media.api-sports.io/football/players/25643.png
25639,L. Stindl,Lars Edi,Stindl,36,1988-08-26,Speyer,Germany,Germany,181 cm,80 kg,13,Midfielder,https://media.api-sports.io/football/players/25639.png
25637,C. Kramer,Christoph,Kramer,34,1991-02-19,Solingen,Germany,Germany,191 cm,76 kg,23,Midfielder,https://media.api-sports.io/football/players/25637.png
25370,J. Korb,Julian,Korb,33,1992-03-21,Essen,Germany,Germany,177 cm,70 kg,27,Defender,https://media.api-sports.io/football/players/25370.png
721,N. Schulz,Nico,Schulz,32,1993-04-01,Berlin,Germany,Germany,181 cm,83 kg,26,Defender,https://media.api-sports.io/football/players/721.png
37789,P. Mlapa,Peniel Kokou,Mlapa,34,1991-02-20,Lomé,Togo,Togo,193 cm,93 kg,9,Attacker,https://media.api-sports.io/football/players/37789.png
6727,R. Bobadilla,Raúl Marcelo,Bobadilla,38,1987-06-18,Formosa,Argentina,Paraguay,181 cm,88 kg,25,Attacker,https://media.api-sports.io/football/players/6727.png
246,L. de Jong,Luuk,de Jong,35,1990-08-27,Aigle,Switzerland,Netherlands,188 cm,86 kg,9,Attacker,https://media.api-sports.io/football/players/246.png
2810,D. Zakaria,Denis Lemi,Zakaria Lako Lado,29,1996-11-20,Genève,Switzerland,Switzerland,191 cm,76 kg,17,Midfielder,https://media.api-sports.io/football/players/2810.png
725,R. Hack,Robin,Hack,27,1998-08-27,Pforzheim,Germany,Germany,176 cm,68 kg,25,Midfielder,https://media.api-sports.io/football/players/725.png
19,J. Weigl,Julian,Weigl,30,1995-09-08,Bad Aibling,Germany,Germany,186 cm,72 kg,8,Midfielder,https://media.api-sports.io/football/players/19.png
50852,J. Scally,Joseph Michael,Scally,23,2002-12-31,Lake Grove,USA,USA,184 cm,80 kg,29,Defender,https://media.api-sports.io/football/players/50852.png
25635,J. Hofmann,Jonas,Hofmann,33,1992-07-14,Heidelberg,Germany,Germany,176 cm,73 kg,7,Midfielder,https://media.api-sports.io/football/players/25635.png
1464,G. Xhaka,Granit,Xhaka,33,1992-09-27,Basel,Switzerland,Switzerland,186 cm,80 kg,10,Midfielder,https://media.api-sports.io/football/players/1464.png
14,M. Dahoud,Mahmoud,Dahoud,29,1996-01-01,Amouda,Syria,Germany,178 cm,68 kg,8,Midfielder,https://media.api-sports.io/football/players/14.png
127,M. ter Stegen,Marc-André,ter Stegen,33,1992-04-30,Mönchengladbach,Germany,Germany,187 cm,85 kg,1,Goalkeeper,https://media.api-sports.io/football/players/127.png
25628,J. Beyer,Louis Jordan,Beyer,25,2000-05-19,Kempen,Germany,Germany,187 cm,80 kg,36,Defender,https://media.api-sports.io/football/players/25628.png
25,M. Reus,Marco,Reus,36,1989-05-31,Dortmund,Germany,Germany,180 cm,71 kg,11,Midfielder,https://media.api-sports.io/football/players/25.png
2805,M. Lang,Michael Rico,Lang,34,1991-02-08,Egnach,Switzerland,Switzerland,185 cm,79 kg,5,Defender,https://media.api-sports.io/football/players/2805.png
2929,T. Hazard,Thorgan Ganael Francis,Hazard,32,1993-03-29,La Louvière,Belgium,Belgium,175 cm,71 kg,10,Midfielder,https://media.api-sports.io/football/players/2929.png
729,Á. Szalai,Ádám Csaba,Szalai,37,1987-12-09,Budapest,Hungary,Hungary,193 cm,93 kg,,Attacker,https://media.api-sports.io/football/players/729.png
99593,Edu,Eduardo,Goncalves de Oliveira,43,1981-11-30,São Paulo,Brazil,Brazil,185 cm,85 kg,,Attacker,https://media.api-sports.io/football/players/99593.png
115044,Antônio da Silva,Antônio,da Silva,47,1978-06-13,Rio de Janeiro,Brazil,Brazil,175 cm,,,Midfielder,https://media.api-sports.io/football/players/115044.png
22091,N. Subotić,Neven,Subotić,36,1988-12-10,Banja Luka,Bosnia and Herzegovina,Serbia,193 cm,85 kg,,Defender,https://media.api-sports.io/football/players/22091.png
25382,N. Müller,Nicolai,Müller,37,1987-09-25,Lohr am Main,Germany,Germany,173 cm,66 kg,,Midfielder,https://media.api-sports.io/football/players/25382.png
81510,A. Bancé,Aristide,Bancé,40,1984-09-19,Abidjan,Côte d'Ivoire,Burkina Faso,192 cm,90 kg,,Attacker,https://media.api-sports.io/football/players/81510.png
94155,C. Ede,Chinedu,Ede,38,1987-02-05,Berlin,Germany,Germany,178 cm,83 kg,,Midfielder,https://media.api-sports.io/football/players/94155.png
90639,E. Polanski,Eugen,Polanski,39,1986-03-17,Sosnowiec,Poland,Poland,183 cm,78 kg,,Midfielder,https://media.api-sports.io/football/players/90639.png
24945,Sami Allagui,Sami,Allagui,39,1986-05-28,Düsseldorf,Germany,Tunisia,184 cm,77 kg,,Attacker,https://media.api-sports.io/football/players/24945.png
18787,S. Okazaki,Shinji,Okazaki,39,1986-04-16,Takarazuka,Japan,Japan,174 cm,70 kg,30,Attacker,https://media.api-sports.io/football/players/18787.png
24796,C. Clemens,Christian,Clemens,34,1991-08-04,Köln,Germany,Germany,179 cm,79 kg,17,Midfielder,https://media.api-sports.io/football/players/24796.png
3403,P. Kunde,Pierre,Kunde Malong,30,1995-07-26,Limbe,Cameroon,Cameroon,180 cm,79 kg,25,Midfielder,https://media.api-sports.io/football/players/3403.png
25924,E. Berggreen,Emil,Berggreen,32,1993-05-10,Helsingør,Denmark,Denmark,194 cm,89 kg,11,Attacker,https://media.api-sports.io/football/players/25924.png
177665,A. Stach,Anton Levi,Stach,27,1998-11-15,Buchholz in der Nordheide,Germany,Germany,193 cm,86 kg,17,Midfielder,https://media.api-sports.io/football/players/177665.png
24799,J. Geis,Johannes,Geis,32,1993-08-17,Schweinfurt,Germany,Germany,181 cm,81 kg,5,Midfielder,https://media.api-sports.io/football/players/24799.png
25925,J. Boëtius,Jean-Paul,Boëtius,31,1994-03-22,Rotterdam,Netherlands,Netherlands,178 cm,76 kg,10,Midfielder,https://media.api-sports.io/football/players/25925.png
25919,G. Holtmann,Gerrit Stephan,Barba Holtmann,30,1995-03-25,Bremen,Germany,Philippines,185 cm,77 kg,38,Attacker,https://media.api-sports.io/football/players/25919.png
1972,L. Karius,Loris Sven,Karius,32,1993-06-22,Biberach an der Riß,Germany,Germany,189 cm,87 kg,18,Goalkeeper,https://media.api-sports.io/football/players/1972.png
47386,P. De Blasis,Pablo Ezequiel,De Blasis,37,1988-02-04,La Plata,Argentina,Argentina,165 cm,65 kg,10,Midfielder,https://media.api-sports.io/football/players/47386.png
418,S. Serdar,Suat,Serdar,28,1997-04-11,Bingen,Germany,Germany,184 cm,75 kg,25,Midfielder,https://media.api-sports.io/football/players/418.png
25914,Aarón Martín,Aarón,Martín Caricol,28,1997-04-22,Montmeló,Spain,Spain,180 cm,72 kg,3,Defender,https://media.api-sports.io/football/players/25914.png
7649,D. Nemeth,David,Nemeth,24,2001-03-18,Eisenstadt,Austria,Austria,191 cm,89 kg,4,Defender,https://media.api-sports.io/football/players/7649.png
25307,M. Richter,Marco,Richter,28,1997-11-24,Friedberg,Germany,Germany,176 cm,74 kg,7,Attacker,https://media.api-sports.io/football/players/25307.png
979,D. Kohr,Dominik,Kohr,31,1994-01-31,Trier,Germany,Germany,183 cm,77 kg,31,Midfielder,https://media.api-sports.io/football/players/979.png
48378,S. Widmer,Silvan Dominic,Widmer,32,1993-03-05,Aarau,Switzerland,Switzerland,183 cm,77 kg,30,Defender,https://media.api-sports.io/football/players/48378.png
25066,M. Leitsch,Maxim,Leitsch,27,1998-05-18,Essen,Germany,Germany,188 cm,75 kg,5,Defender,https://media.api-sports.io/football/players/25066.png
1156,T. Krauß,Tom,Krauß,24,2001-06-22,Leipzig,Germany,Germany,182 cm,72 kg,6,Midfielder,https://media.api-sports.io/football/players/1156.png
108474,L. Kilian,Luca Jannis,Kilian,26,1999-09-01,Dortmund,Germany,Germany,192 cm,91 kg,15,Defender,https://media.api-sports.io/football/players/108474.png
328225,B. Gruda,Brajan,Gruda,21,2004-05-31,,Germany,Germany,178 cm,70 kg,43,Midfielder,https://media.api-sports.io/football/players/328225.png
48382,F. Frei,Fabian,Frei,36,1989-01-08,Frauenfeld,Switzerland,Switzerland,183 cm,80 kg,20,Midfielder,https://media.api-sports.io/football/players/48382.png
25309,S. Kapino,Stefanos,Kapino,31,1994-03-18,Piraeus,Greece,Greece,195 cm,95 kg,1,Goalkeeper,https://media.api-sports.io/football/players/25309.png
18905,Y. Muto,Yoshinori,Muto,33,1992-07-15,Tokyo,Japan,Japan,179 cm,72 kg,11,Attacker,https://media.api-sports.io/football/players/18905.png
25921,A. Maxim,Alexandru Iulian,Maxim,35,1990-07-08,Piatra Neamţ,Romania,Romania,179 cm,73 kg,44,Midfielder,https://media.api-sports.io/football/players/25921.png
37148,J. St. Juste,Jeremiah Israël,St. Juste,29,1996-10-19,Groningen,Netherlands,Netherlands,186 cm,76 kg,3,Defender,https://media.api-sports.io/football/players/37148.png
